公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2454 - 聯發科,董事會通過,1,107/04/27,107/06/15,"77,301,395,437","24,332,604,346","98,195,937,569","86,351,390,151",7.5,2.5,"15,792,729,891",0,0,0,新台幣                 10.0000元
2455 - 全新,董事會通過,1,107/03/15,107/06/15,"122,036,421","394,351,720","473,906,901","11,642,106",2.5,0,"462,264,795",0,0,0,新台幣                 10.0000元
2456 - 奇力新,董事會通過,1,107/04/24,107/06/05,"1,041,338,876","1,173,074,437","2,253,499,206","1,641,332,868",2,0,"612,166,338",0,0,0,新台幣                 10.0000元
2457 - 飛宏科技,董事會通過,1,107/03/16,107/06/13,"-128,792,972","6,655,539","-128,997,808","-128,997,808",0,0,0,0,0,0,新台幣                 10.0000元
2458 - 義隆,董事會通過,1,107/03/08,107/06/11,"35,945,787","1,073,802,333","998,773,308","309,164",2.3,0.28,"1,120,016,301",0,0,0,新台幣                 10.0000元
2459 - 敦吉,董事會通過,1,107/03/23,107/06/14,"1,377,654,656","443,132,020","1,773,076,797","1,451,174,952",3,0,"321,901,845",0,0,0,新台幣                 10.0000元
2460 - 建通精密,董事會通過,1,107/03/23,107/06/13,"387,056,083","-860,357","386,195,726","386,195,726",0,0,0,0,0,0,新台幣                 10.0000元
2461 - 光群雷射,董事會通過,1,107/03/29,107/05/30,"406,647,240","155,015,852","545,817,522","454,355,729",0.56,0,"91,461,793",0,0,0,新台幣                 10.0000元
2462 - 良得電,董事會通過,1,107/03/16,107/06/08,"570,715,280","30,441,927","551,332,612","551,332,612",0,0,0,0,0,0,新台幣                 10.0000元
2464 - 盟立,董事會通過,1,107/03/22,107/06/14,"303,246,467","420,978,196","610,194,012","316,897,173",1.5,0,"293,296,839",0,0,0,新台幣                 10.0000元
2465 - 麗臺科技,董事會通過,1,107/03/15,107/06/12,"-643,548,617","-58,077,970","-168,389,388","-168,389,388",0,0,0,0,0,0,新台幣                 10.0000元
2466 - 冠西電,董事會通過,1,107/03/23,107/06/19,0,"1,601,873",0,0,0,0,0,0,0,0,新台幣                 10.0000元
2467 - 志聖工業,董事會通過,1,107/03/08,107/05/29,0,"402,988,312","357,795,877","133,987,555",1.5,0,"223,808,322",0,0,0,新台幣                 10.0000元
2468 - 華經,董事會通過,1,107/03/23,107/06/15,"166,401,923","36,919,641","197,287,592","169,303,092",0.4,0,"27,984,500",0,0,0,新台幣                 10.0000元
2471 - 資通,董事會通過,1,107/03/29,107/06/22,0,"32,216,156","29,039,805",0,0.61454845,0.38545155,"47,253,890",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2472 - 立隆電子,董事會通過,1,107/03/27,107/06/22,"474,085,311","461,101,421","875,601,129","591,317,521",2.2,0,"284,283,608",0,0,0,新台幣                 10.0000元
2474 - 可成科技,董事會通過,1,107/03/05,107/06/11,"73,528,471,858","21,843,250,338","89,467,879,717","80,223,186,889",12,0,"9,244,692,828",0,0,0,新台幣                 10.0000元
2476 - 鉅祥,董事會通過,2,107/05/02,107/06/12,"1,165,976,111","382,101,699","1,507,819,391","1,211,870,114",1.6,0,"295,949,277",0,0,0,新台幣                 10.0000元
2476 - 鉅祥,董事會通過,1,107/03/15,107/06/12,"1,165,976,111","382,101,699","1,507,819,391","1,304,354,263",1.1,0.3,"258,955,617",0,0,0,新台幣                 10.0000元
2477 - 美隆電,董事會通過,1,107/03/27,107/06/20,"350,280,100","354,855,871","561,158,195","303,476,673",1.3,0,"257,681,522",0,0,0,新台幣                 10.0000元
2478 - 大毅,董事會通過,1,107/04/25,107/06/08,"587,953,012","189,404,951","756,643,697","644,117,706",0.6,0.2,"150,034,655",0,0,0,新台幣                 10.0000元
2480 - 敦陽科技,董事會通過,1,107/04/09,107/05/28,"212,966,130","305,667,155","491,391,082","212,727,120",2.62,0,"278,663,962",0,0,0,新台幣                 10.0000元
2481 - 強茂,董事會通過,1,107/03/20,107/06/12,"97,064,520","-339,289,815",0,0,0,0,0,0,0,0,新台幣                 10.0000元
2482 - 連宇,董事會通過,1,107/03/14,107/06/05,"4,323,927","-69,874,498","-71,187,981","-71,187,981",0,0,0,0,0,0,新台幣                 10.0000元
2483 - 百容,董事會通過,1,107/02/27,107/06/05,"271,861,343","161,515,297","419,080,223","308,461,416",1,0.3,"143,804,449",0,0,0,新台幣                 10.0000元
2484 - 希華,董事會通過,1,107/03/08,107/06/11,"179,547,819","167,574,147","317,617,137","158,196,115",1,0,"159,421,022",0,0,0,新台幣                 10.0000元
2485 - 兆赫電子,董事會通過,1,107/03/22,107/06/12,"1,792,574,497","31,104,388","1,797,758,424","1,670,682,809",0.4,0,"127,075,615",0,0,0,新台幣                 10.0000元
2486 - 一詮精密,董事會通過,1,107/03/08,107/06/05,"-308,524,249","-167,092,957","-476,136,206","-476,136,206",0,0,0,0,0,0,新台幣                 10.0000元
2488 - 漢平,董事會通過,1,107/02/26,107/06/22,"327,453,935","189,811,089","496,138,701","344,139,778",1.9,0,"151,998,923",0,0,0,新台幣                 10.0000元
2489 - 瑞軒,董事會通過,1,107/03/26,107/06/12,"459,655,849","-887,797,851",0,0,0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2491 - 吉祥全,董事會通過,1,107/03/23,107/06/13,"-287,804,300","39,127,349","-255,676,951","-255,676,951",0,0,0,0,0,0,新台幣                 10.0000元
2492 - 華新科,董事會通過,1,107/04/09,107/06/28,"2,157,065,792","2,608,697,063","4,466,521,807","2,523,321,807",4,0,"1,943,200,000",0,0,0,新台幣                 10.0000元
2493 - 揚博科技,董事會通過,1,107/03/21,107/06/13,"85,300,249","247,035,152","292,602,195","92,336,762",1.75,0,"200,265,433",0,0,0,新台幣                 10.0000元
2495 - 普安,董事會通過,1,107/03/12,107/06/11,"22,221,109","116,988,219","136,506,965","25,026,110",0.4,0,"111,480,855",0,0,0,新台幣                 10.0000元
2496 - 卓越成功,董事會通過,1,107/05/02,107/06/14,0,"154,981,466","122,863,316","122,863,316",0,6.5,"108,082,000",0,0.5,"831,400",新台幣                 10.0000元
2497 - 怡利電子,董事會通過,1,107/03/26,107/06/13,"156,246,304","-91,412,061","62,219,196","62,219,196",0,0,0,0,0,0,新台幣                 10.0000元
2498 - 宏達電,董事會通過,1,107/03/25,107/06/26,"10,841,424,908","-16,905,712,247","-6,093,403,038","-6,093,403,038",0,0,0,0,0,0,新台幣                 10.0000元
2499 - 東貝光電,董事會通過,1,107/03/23,107/06/15,0,"-1,840,838,896","-1,842,376,030",0,0,0,0,0,0,0,新台幣                 10.0000元
2501 - 國建,董事會通過,1,107/04/19,107/06/08,"4,974,304,089","1,444,638,426","6,274,478,672","4,883,005,401",1.2,0,"1,391,473,271",0,0,0,新台幣                 10.0000元
2504 - 國產,董事會通過,1,107/03/21,107/06/20,"-1,734,196,798","2,810,898,553","1,370,469,416","677,969,248",0.5,0,"692,500,168",0,0,0,新台幣                 10.0000元
2506 - 太設,董事會通過,1,107/03/27,107/06/15,"654,004,935","11,833,020","676,988,884","618,938,884",0.15,0,"58,050,000",0,0,0,新台幣                 10.0000元
2511 - 太子,董事會通過,1,107/03/20,107/06/21,"1,316,767,977","1,281,100,609","2,461,515,181","1,406,353,185",0.65,0,"1,055,161,996",0,0,0,新台幣                 10.0000元
2514 - 龍邦國際,董事會通過,1,107/03/22,107/06/21,"2,342,780,595","1,209,727,798","3,350,435,819","3,103,649,676",0.25,0,"123,393,073",0.25,0,"12,339,307",新台幣                 10.0000元
2515 - 中工,董事會通過,1,107/03/29,107/06/22,"1,181,839,522","264,085,291","1,428,601,696","1,142,323,429",0.187,0,"286,278,267",0,0,0,新台幣                 10.0000元
2516 - 新建,董事會通過,1,107/03/27,107/06/22,"205,603,148","-541,084,244","-332,153,222",0,0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2520 - 冠德,董事會通過,1,107/03/26,107/06/27,"3,076,870,508","346,285,656","3,379,403,950","3,127,508,450",0.5,0,"251,895,500",0,0,0,新台幣                 10.0000元
2524 - 京城,董事會通過,1,107/03/28,107/06/22,"6,294,157,405","774,994,302","6,993,293,187","6,993,293,187",0,0,0,0,0,0,新台幣                 10.0000元
2527 - 宏璟,董事會通過,1,107/03/06,107/06/21,"1,143,873,284","33,974,720","1,222,317,174","1,006,072,374",0.8,0,"216,244,800",0,0,0,新台幣                 10.0000元
2528 - 皇普建設,董事會通過,1,107/03/06,107/05/22,"39,108,514","-157,144,850","-118,036,336","-118,036,336",0,0,0,0,0,0,新台幣                 10.0000元
2530 - 華建,董事會通過,1,107/03/23,107/06/15,"391,058,278","-114,219,150","279,496,568","279,496,568",0,0,0,0,0,0,新台幣                 10.0000元
2534 - 宏盛,董事會通過,1,107/03/29,107/06/26,"255,081,331","2,607,645,864","2,584,731,869","114,794,529",2,0,"1,234,968,670",2,0,"123,496,867",新台幣                 10.0000元
2535 - 達工,董事會通過,1,107/03/20,107/06/11,"697,047,887","462,332,795","1,051,637,656","639,637,656",1.7768,0,"412,000,000",0,0,0,新台幣                 10.0000元
2536 - 宏普建設,董事會通過,1,107/04/26,107/06/11,"3,770,431,813","782,535,310","4,474,713,592","3,975,500,614",1.5,0,"499,212,978",0,0,0,新台幣                 10.0000元
2537 - 聯上開發,董事會通過,1,107/03/28,107/06/26,"347,944,980","-51,534,246","296,335,846","296,335,846",0,0,0,0,0,0,新台幣                 10.0000元
2538 - 基泰建設,董事會通過,1,107/04/26,107/06/12,"2,257,323,648","54,315,819","2,304,706,156","1,953,947,145",0.8,0,"350,759,011",0,0,0,新台幣                 10.0000元
2539 - 櫻花建設,董事會通過,1,107/03/23,107/06/21,"577,820,150","986,777,943","1,465,920,298","596,514,316",1.5,0,"567,003,902",0.8,0,"30,240,208",新台幣                 10.0000元
2540 - 愛山林,董事會通過,1,107/03/21,107/06/14,"448,167,643","18,170,300","464,520,913","464,520,913",0,0,0,0,0,0,新台幣                 10.0000元
2542 - 興富發,董事會通過,1,107/03/22,107/06/11,"8,588,726,835","1,929,261,171","10,211,217,962","8,470,611,011",1.492,2.008,"1,740,606,951",0,0,0,新台幣                 10.0000元
2543 - 皇昌營造,董事會通過,1,107/03/30,107/06/20,"48,507,849","10,342,715","54,451,852","54,451,852",0,0,0,0,0,0,新台幣                 10.0000元
2545 - 皇翔,董事會通過,1,107/03/15,107/06/12,"4,361,467,295","228,188,272","4,566,345,089","4,402,477,685",0.5,1,"491,602,212",0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2546 - 根基,董事會通過,1,107/03/26,107/06/22,"300,168,702","295,322,783","563,144,605","334,107,579",2.16,0,"229,037,026",0,0,0,新台幣                 10.0000元
2547 - 日勝,董事會通過,1,107/03/27,107/06/26,"-2,867,778,419","-758,152,276","-3,622,603,813","-1,569,576,028",0,0,0,0,0,0,新台幣                 10.0000元
2548 - 華固建設,董事會通過,1,107/03/14,107/06/05,"7,664,937,736","2,178,294,216","9,617,376,933","8,177,950,758",5.2,0,"1,439,426,175",0,0,0,新台幣                 10.0000元
2597 - 潤弘精密,董事會通過,1,107/03/26,107/05/30,"14,808,125","343,829,127","323,977,573","6,727,573",2.35,0,"317,250,000",0,0,0,新台幣                 10.0000元
2601 - 益航,董事會通過,1,107/03/30,107/06/29,0,"564,961,294","509,166,494","509,166,494",0,0,0,0,0,0,新台幣                 10.0000元
2603 - 長榮海運,董事會通過,1,107/03/23,107/06/21,0,"7,005,171,207","6,069,057,989","3,260,408,791",0.2,0,"802,471,198",0.5,0,"200,617,800",新台幣                 10.0000元
2605 - 新興,董事會通過,1,107/03/28,107/06/27,"7,581,096,414","511,395,912","6,589,804,892","6,248,822,389",0.6,0,"340,982,503",0,0,0,新台幣                 10.0000元
2606 - 裕民,董事會通過,1,107/03/05,107/06/06,"7,856,926,832","999,519,654","6,747,909,569","5,733,842,715",1.2,0,"1,014,066,854",0,0,0,新台幣                 10.0000元
2607 - 榮運,董事會通過,1,107/03/22,107/06/26,"3,249,174,727","883,121,188","4,086,746,756","3,713,247,373",0.35,0,"373,499,383",0,0,0,新台幣                 10.0000元
2609 - 陽明海運,董事會通過,1,107/03/26,107/06/22,"-1,652,120,308","320,848,766","-418,798,099","-418,798,099",0,0,0,0,0,0,新台幣                 10.0000元
2610 - 華航,董事會通過,1,107/03/22,107/06/27,0,"2,208,066,185","1,193,670,420",0,0.218182,0,"1,193,670,420",0,0,0,新台幣                 10.0000元
2611 - 志信,董事會通過,1,107/03/23,107/06/22,"372,670,123","9,980,765","471,689,645","453,890,215",0.1,0,"17,799,430",0,0,0,新台幣                 10.0000元
2612 - 中航,董事會通過,1,107/03/31,107/05/30,"5,910,654,441","98,051,701","5,734,288,314",0,0.5,0,"98,742,297",0,0,0,新台幣                 10.0000元
2613 - 中櫃,董事會通過,1,107/03/27,107/06/15,"473,995,076","57,502,077","526,476,772","485,747,031",0.33,0,"40,729,741",0,0,0,新台幣                 10.0000元
2614 - 東森,董事會通過,1,107/04/02,107/05/17,"-2,078,595,440","2,528,544,556","46,826,874","46,826,874",0,0,0,0,0,0,新台幣                 10.0000元
面額新台幣10元之公司,,,,,,,,,,,,,,,
公司代號名稱,資料來源,期別,董事會決議通過股利分派日,股東會日期,期初未分配盈餘/待彌補虧損(元),本期淨利(淨損)(元),可分配盈餘(元),分配後期末未分配盈餘(元),股東配發-盈餘分配之現金股利(元/股),股東配發-法定盈餘公積、資本公積發放之現金(元/股),股東配發-股東配發之現金(股利)總金額(元),股東配發-盈餘轉增資配股(元/股),股東配發-法定盈餘公積、資本公積轉增資配股(元/股),股東配發-股東配股總股數(股),普通股每股面額
2615 - 萬海,董事會通過,1,107/03/26,107/06/26,"2,687,751,306","2,541,889,593","3,764,611,071","2,655,462,338",0.5,0,"1,109,148,733",0,0,0,新台幣                 10.0000元
2616 - 山隆通運,董事會通過,1,107/04/20,107/06/22,"845,915,897","542,477,235","1,329,781,268","986,701,268",2.5565317,0,"343,080,000",0,0,0,新台幣                 10.0000元
2618 - 長榮航空,董事會通過,1,107/03/20,107/06/22,"2,685,176,922","5,752,066,865","7,105,798,728","4,184,384,403",0.2,0,"834,689,805",0.5,0,"208,672,452",新台幣                 10.0000元
2630 - 亞洲航空,董事會通過,1,107/03/21,107/06/11,"4,641,752","123,393,303","108,626,454","4,749,654",0.85,0.4,"152,760,000",0,0,0,新台幣                 10.0000元
2633 - 台灣高鐵,董事會通過,1,107/03/13,107/05/24,"364,011,196","5,339,904,296","5,161,872,402","940,652,608",0.75,0,"4,221,219,794",0,0,0,新台幣                 10.0000元
2634 - 漢翔公司,董事會通過,1,107/03/27,107/06/26,"8,862,131","1,747,981,226","1,080,578,653","16,268,829",1.13,0,"1,064,309,824",0,0,0,新台幣                 10.0000元
2636 - 台驊投控,董事會通過,1,107/03/26,107/06/26,"7,642,274","240,109,528","111,779,702","7,562,940",0.9,0.4,"150,535,323",0,0,0,新台幣                 10.0000元
